Date,,WOD Bon Air West,WOD Bon Air West Ped IN,WOD Bon Air West Ped OUT,WOD Bon Air West Bike IN,WOD Bon Air West Bike OUT
16/12/2012,22:45,0,0,0,0,0
16/12/2012,23:00,0,0,0,0,0
16/12/2012,23:15,0,0,0,0,0
16/12/2012,23:30,0,0,0,0,0
16/12/2012,23:45,0,0,0,0,0
17/12/2012,00:00,0,0,0,0,0
17/12/2012,00:15,0,0,0,0,0
17/12/2012,00:30,0,0,0,0,0
17/12/2012,00:45,0,0,0,0,0
17/12/2012,01:00,0,0,0,0,0
17/12/2012,01:15,0,0,0,0,0
17/12/2012,01:30,0,0,0,0,0
17/12/2012,01:45,0,0,0,0,0
17/12/2012,02:00,0,0,0,0,0
17/12/2012,02:15,0,0,0,0,0
17/12/2012,02:30,0,0,0,0,0
17/12/2012,02:45,0,0,0,0,0
17/12/2012,03:00,0,0,0,0,0
17/12/2012,03:15,0,0,0,0,0
17/12/2012,03:30,0,0,0,0,0
17/12/2012,03:45,0,0,0,0,0
17/12/2012,04:00,0,0,0,0,0
17/12/2012,04:15,0,0,0,0,0
17/12/2012,04:30,0,0,0,0,0
17/12/2012,04:45,1,0,0,1,0
17/12/2012,05:00,1,0,0,1,0
17/12/2012,05:15,4,0,0,4,0
17/12/2012,05:30,3,0,0,1,2
17/12/2012,05:45,5,0,0,4,1
17/12/2012,06:00,10,0,0,9,1
17/12/2012,06:15,10,0,0,7,3
17/12/2012,06:30,11,0,0,10,1
17/12/2012,06:45,21,0,0,20,1
17/12/2012,07:00,13,0,0,9,4
17/12/2012,07:15,13,0,0,12,1
17/12/2012,07:30,11,0,0,10,1
17/12/2012,07:45,20,0,0,19,1
17/12/2012,08:00,16,0,0,16,0
17/12/2012,08:15,19,0,0,18,1
17/12/2012,08:30,8,0,0,6,2
17/12/2012,08:45,11,0,0,11,0
17/12/2012,09:00,6,0,0,4,2
17/12/2012,09:15,1,0,0,1,0
17/12/2012,09:30,3,0,0,1,2
17/12/2012,09:45,2,0,0,1,1
17/12/2012,10:00,4,0,0,4,0
17/12/2012,10:15,1,0,0,1,0
17/12/2012,10:30,1,0,0,1,0
17/12/2012,10:45,1,0,0,1,0
17/12/2012,11:00,1,0,0,1,0
17/12/2012,11:15,5,0,0,2,3
17/12/2012,11:30,0,0,0,0,0
17/12/2012,11:45,2,0,0,1,1
17/12/2012,12:00,2,0,0,1,1
17/12/2012,12:15,2,0,0,2,0
17/12/2012,12:30,2,0,0,2,0
17/12/2012,12:45,4,0,0,2,2
17/12/2012,13:00,2,0,0,1,1
17/12/2012,13:15,3,0,0,2,1
17/12/2012,13:30,0,0,0,0,0
17/12/2012,13:45,2,0,0,1,1
17/12/2012,14:00,4,0,0,2,2
17/12/2012,14:15,1,0,0,0,1
17/12/2012,14:30,3,0,0,0,3
17/12/2012,14:45,2,0,0,0,2
17/12/2012,15:00,6,0,0,3,3
17/12/2012,15:15,4,0,0,2,2
17/12/2012,15:30,5,0,0,2,3
17/12/2012,15:45,8,0,0,5,3
17/12/2012,16:00,7,0,0,2,5
17/12/2012,16:15,14,0,0,4,10
17/12/2012,16:30,19,0,0,4,15
17/12/2012,16:45,9,0,0,3,6
17/12/2012,17:00,17,0,0,1,16
17/12/2012,17:15,12,0,0,3,9
17/12/2012,17:30,17,0,0,4,13
17/12/2012,17:45,11,0,0,1,10
17/12/2012,18:00,8,0,0,2,6
17/12/2012,18:15,14,0,0,2,12
17/12/2012,18:30,7,0,0,0,7
17/12/2012,18:45,7,0,0,0,7
17/12/2012,19:00,5,0,0,0,5
17/12/2012,19:15,2,0,0,0,2
17/12/2012,19:30,8,0,0,0,8
17/12/2012,19:45,3,0,0,0,3
17/12/2012,20:00,1,0,0,1,0
17/12/2012,20:15,2,0,0,0,2
17/12/2012,20:30,2,0,0,0,2
17/12/2012,20:45,4,0,0,1,3
17/12/2012,21:00,0,0,0,0,0
17/12/2012,21:15,0,0,0,0,0
17/12/2012,21:30,2,0,0,1,1
17/12/2012,21:45,0,0,0,0,0
17/12/2012,22:00,0,0,0,0,0
17/12/2012,22:15,0,0,0,0,0
17/12/2012,22:30,0,0,0,0,0
17/12/2012,22:45,0,0,0,0,0
17/12/2012,23:00,0,0,0,0,0
17/12/2012,23:15,0,0,0,0,0
17/12/2012,23:30,0,0,0,0,0
17/12/2012,23:45,0,0,0,0,0
18/12/2012,00:00,0,0,0,0,0
18/12/2012,00:15,0,0,0,0,0
18/12/2012,00:30,0,0,0,0,0
18/12/2012,00:45,0,0,0,0,0
18/12/2012,01:00,0,0,0,0,0
18/12/2012,01:15,0,0,0,0,0
18/12/2012,01:30,0,0,0,0,0
18/12/2012,01:45,0,0,0,0,0
18/12/2012,02:00,0,0,0,0,0
18/12/2012,02:15,0,0,0,0,0
18/12/2012,02:30,0,0,0,0,0
18/12/2012,02:45,0,0,0,0,0
18/12/2012,03:00,0,0,0,0,0
18/12/2012,03:15,0,0,0,0,0
18/12/2012,03:30,0,0,0,0,0
18/12/2012,03:45,1,0,0,0,1
18/12/2012,04:00,1,0,0,1,0
18/12/2012,04:15,0,0,0,0,0
18/12/2012,04:30,2,0,0,1,1
18/12/2012,04:45,,,,,
18/12/2012,05:00,0,0,0,0,0
18/12/2012,05:15,3,0,0,2,1
18/12/2012,05:30,3,0,0,2,1
18/12/2012,05:45,2,0,0,0,2
18/12/2012,06:00,11,0,0,10,1
18/12/2012,06:15,9,0,0,5,4
18/12/2012,06:30,22,0,0,18,4
18/12/2012,06:45,7,0,0,6,1
18/12/2012,07:00,14,0,0,13,1
18/12/2012,07:15,19,0,0,17,2
18/12/2012,07:30,15,0,0,14,1
18/12/2012,07:45,32,0,0,24,8
18/12/2012,08:00,24,0,0,19,5
18/12/2012,08:15,25,0,0,24,1
18/12/2012,08:30,22,0,0,18,4
18/12/2012,08:45,21,0,0,16,5
18/12/2012,09:00,23,0,0,18,5
18/12/2012,09:15,8,0,0,7,1
18/12/2012,09:30,15,0,0,12,3
18/12/2012,09:45,4,0,0,3,1
18/12/2012,10:00,2,0,0,1,1
18/12/2012,10:15,6,0,0,3,3
18/12/2012,10:30,7,0,0,5,2
18/12/2012,10:45,6,0,0,5,1
18/12/2012,11:00,4,0,0,1,3
18/12/2012,11:15,12,5,0,3,4
18/12/2012,11:30,12,1,0,8,3
18/12/2012,11:45,10,0,0,7,3
18/12/2012,12:00,10,0,0,6,4
18/12/2012,12:15,9,1,0,4,4
18/12/2012,12:30,14,3,0,3,8
18/12/2012,12:45,14,4,0,5,5
18/12/2012,13:00,16,3,0,6,7
18/12/2012,13:15,12,0,0,3,9
18/12/2012,13:30,23,16,0,4,3
18/12/2012,13:45,12,4,0,7,1
18/12/2012,14:00,24,22,0,2,0
18/12/2012,14:15,28,15,0,8,5
18/12/2012,14:30,18,7,0,7,4
18/12/2012,14:45,11,1,0,3,7
18/12/2012,15:00,17,11,0,3,3
18/12/2012,15:15,11,3,0,3,5
18/12/2012,15:30,10,2,0,4,4
18/12/2012,15:45,19,2,0,7,10
18/12/2012,16:00,10,0,0,2,8
18/12/2012,16:15,11,0,0,7,4
18/12/2012,16:30,21,0,0,5,16
18/12/2012,16:45,15,0,0,3,12
18/12/2012,17:00,23,0,0,6,17
18/12/2012,17:15,25,0,0,4,21
18/12/2012,17:30,24,0,0,3,21
18/12/2012,17:45,17,0,0,3,14
18/12/2012,18:00,16,0,0,2,14
18/12/2012,18:15,24,0,0,2,22
18/12/2012,18:30,25,0,0,3,22
18/12/2012,18:45,18,0,0,3,15
18/12/2012,19:00,13,0,0,3,10
18/12/2012,19:15,12,0,0,2,10
18/12/2012,19:30,9,0,0,0,9
18/12/2012,19:45,8,0,0,0,8
18/12/2012,20:00,2,0,0,0,2
18/12/2012,20:15,0,0,0,0,0
18/12/2012,20:30,3,0,0,2,1
18/12/2012,20:45,4,0,0,2,2
18/12/2012,21:00,1,0,0,0,1
18/12/2012,21:15,1,0,0,0,1
18/12/2012,21:30,2,0,0,1,1
18/12/2012,21:45,2,0,0,0,2
18/12/2012,22:00,1,0,0,0,1
18/12/2012,22:15,1,0,0,0,1
18/12/2012,22:30,0,0,0,0,0
18/12/2012,22:45,1,0,0,1,0
18/12/2012,23:00,1,0,0,0,1
18/12/2012,23:15,0,0,0,0,0
18/12/2012,23:30,0,0,0,0,0
18/12/2012,23:45,1,0,0,1,0
19/12/2012,00:00,0,0,0,0,0
19/12/2012,00:15,0,0,0,0,0
19/12/2012,00:30,0,0,0,0,0
19/12/2012,00:45,0,0,0,0,0
19/12/2012,01:00,0,0,0,0,0
19/12/2012,01:15,0,0,0,0,0
19/12/2012,01:30,0,0,0,0,0
19/12/2012,01:45,0,0,0,0,0
19/12/2012,02:00,0,0,0,0,0
19/12/2012,02:15,0,0,0,0,0
19/12/2012,02:30,0,0,0,0,0
19/12/2012,02:45,0,0,0,0,0
19/12/2012,03:00,0,0,0,0,0
19/12/2012,03:15,0,0,0,0,0
19/12/2012,03:30,1,0,0,0,1
19/12/2012,03:45,1,0,0,1,0
19/12/2012,04:00,0,0,0,0,0
19/12/2012,04:15,0,0,0,0,0
19/12/2012,04:30,0,0,0,0,0
19/12/2012,04:45,1,0,0,1,0
19/12/2012,05:00,0,0,0,0,0
19/12/2012,05:15,4,0,0,2,2
19/12/2012,05:30,1,0,0,0,1
19/12/2012,05:45,3,0,0,2,1
19/12/2012,06:00,2,0,0,1,1
19/12/2012,06:15,10,0,0,7,3
19/12/2012,06:30,12,0,0,9,3
19/12/2012,06:45,11,0,0,9,2
19/12/2012,07:00,14,0,0,13,1
19/12/2012,07:15,18,0,0,13,5
19/12/2012,07:30,15,0,0,12,3
19/12/2012,07:45,28,0,0,22,6
19/12/2012,08:00,39,0,0,36,3
19/12/2012,08:15,17,0,0,16,1
19/12/2012,08:30,19,0,0,16,3
19/12/2012,08:45,17,0,0,12,5
19/12/2012,09:00,12,0,0,8,4
19/12/2012,09:15,8,0,0,7,1
19/12/2012,09:30,8,0,0,7,1
19/12/2012,09:45,1,0,0,0,1
19/12/2012,10:00,4,0,0,4,0
19/12/2012,10:15,8,0,0,1,7
19/12/2012,10:30,4,0,0,2,2
19/12/2012,10:45,11,0,0,5,6
19/12/2012,11:00,5,0,0,2,3
19/12/2012,11:15,9,6,0,3,0
19/12/2012,11:30,4,2,0,1,1
19/12/2012,11:45,6,1,0,3,2
19/12/2012,12:00,7,2,0,5,0
19/12/2012,12:15,7,0,0,4,3
19/12/2012,12:30,7,1,0,5,1
19/12/2012,12:45,6,0,0,5,1
19/12/2012,13:00,7,0,0,2,5
19/12/2012,13:15,4,0,0,0,4
19/12/2012,13:30,5,0,0,2,3
19/12/2012,13:45,8,0,0,5,3
19/12/2012,14:00,6,0,0,4,2
19/12/2012,14:15,6,0,0,4,2
19/12/2012,14:30,6,0,0,3,3
19/12/2012,14:45,8,0,0,5,3
19/12/2012,15:00,13,0,0,9,4
19/12/2012,15:15,9,0,0,3,6
19/12/2012,15:30,8,0,0,3,5
19/12/2012,15:45,12,0,0,3,9
19/12/2012,16:00,10,0,0,4,6
19/12/2012,16:15,13,0,0,2,11
19/12/2012,16:30,18,0,0,4,14
19/12/2012,16:45,14,0,0,3,11
19/12/2012,17:00,17,0,0,3,14
19/12/2012,17:15,19,0,0,4,15
19/12/2012,17:30,20,0,0,4,16
19/12/2012,17:45,20,0,0,9,11
19/12/2012,18:00,21,0,0,2,19
19/12/2012,18:15,26,0,0,2,24
19/12/2012,18:30,18,0,0,4,14
19/12/2012,18:45,23,0,0,5,18
19/12/2012,19:00,9,0,0,1,8
19/12/2012,19:15,10,0,0,1,9
19/12/2012,19:30,7,0,0,1,6
19/12/2012,19:45,1,0,0,1,0
19/12/2012,20:00,9,0,0,1,8
19/12/2012,20:15,4,0,0,2,2
19/12/2012,20:30,2,0,0,1,1
19/12/2012,20:45,1,0,0,1,0
19/12/2012,21:00,1,0,0,0,1
19/12/2012,21:15,1,0,0,0,1
19/12/2012,21:30,0,0,0,0,0
19/12/2012,21:45,1,0,0,1,0
19/12/2012,22:00,1,0,0,0,1
19/12/2012,22:15,1,0,0,1,0
19/12/2012,22:30,0,0,0,0,0
19/12/2012,22:45,1,0,0,0,1
19/12/2012,23:00,0,0,0,0,0
19/12/2012,23:15,1,0,0,0,1
19/12/2012,23:30,0,0,0,0,0
19/12/2012,23:45,0,0,0,0,0
20/12/2012,00:00,1,0,0,0,1
20/12/2012,00:15,0,0,0,0,0
20/12/2012,00:30,0,0,0,0,0
20/12/2012,00:45,0,0,0,0,0
20/12/2012,01:00,0,0,0,0,0
20/12/2012,01:15,0,0,0,0,0
20/12/2012,01:30,1,0,0,0,1
20/12/2012,01:45,0,0,0,0,0
20/12/2012,02:00,0,0,0,0,0
20/12/2012,02:15,0,0,0,0,0
20/12/2012,02:30,0,0,0,0,0
20/12/2012,02:45,0,0,0,0,0
20/12/2012,03:00,0,0,0,0,0
20/12/2012,03:15,0,0,0,0,0
20/12/2012,03:30,0,0,0,0,0
20/12/2012,03:45,0,0,0,0,0
20/12/2012,04:00,0,0,0,0,0
20/12/2012,04:15,0,0,0,0,0
20/12/2012,04:30,0,0,0,0,0
20/12/2012,04:45,0,0,0,0,0
20/12/2012,05:00,0,0,0,0,0
20/12/2012,05:15,3,0,0,2,1
20/12/2012,05:30,3,0,0,2,1
20/12/2012,05:45,3,0,0,2,1
20/12/2012,06:00,6,0,0,4,2
20/12/2012,06:15,8,0,0,7,1
20/12/2012,06:30,8,0,0,7,1
20/12/2012,06:45,10,0,0,8,2
20/12/2012,07:00,11,0,0,11,0
20/12/2012,07:15,10,0,0,7,3
20/12/2012,07:30,14,0,0,12,2
20/12/2012,07:45,16,0,0,12,4
20/12/2012,08:00,22,0,0,17,5
20/12/2012,08:15,19,0,0,17,2
20/12/2012,08:30,19,0,0,15,4
20/12/2012,08:45,15,0,0,12,3
20/12/2012,09:00,8,0,0,6,2
20/12/2012,09:15,12,0,0,10,2
20/12/2012,09:30,5,0,0,2,3
20/12/2012,09:45,10,0,0,6,4
20/12/2012,10:00,2,0,0,2,0
20/12/2012,10:15,5,0,0,2,3
20/12/2012,10:30,5,0,0,2,3
20/12/2012,10:45,3,0,0,2,1
20/12/2012,11:00,2,0,0,1,1
20/12/2012,11:15,3,0,0,1,2
20/12/2012,11:30,3,0,0,2,1
20/12/2012,11:45,4,0,0,2,2
20/12/2012,12:00,2,0,0,0,2
20/12/2012,12:15,10,0,0,5,5
20/12/2012,12:30,2,0,0,1,1
20/12/2012,12:45,4,0,0,1,3
20/12/2012,13:00,5,0,0,4,1
20/12/2012,13:15,2,0,0,2,0
20/12/2012,13:30,5,0,0,2,3
20/12/2012,13:45,7,0,0,3,4
20/12/2012,14:00,5,0,0,3,2
20/12/2012,14:15,7,0,0,3,4
20/12/2012,14:30,7,0,0,3,4
20/12/2012,14:45,6,0,0,4,2
20/12/2012,15:00,6,0,0,2,4
20/12/2012,15:15,7,0,0,3,4
20/12/2012,15:30,9,0,0,3,6
20/12/2012,15:45,4,0,0,1,3
20/12/2012,16:00,6,0,0,4,2
20/12/2012,16:15,9,0,0,1,8
20/12/2012,16:30,7,0,0,3,4
20/12/2012,16:45,12,0,0,3,9
20/12/2012,17:00,16,0,0,3,13
20/12/2012,17:15,12,0,0,3,9
20/12/2012,17:30,19,0,0,3,16
20/12/2012,17:45,17,0,0,0,17
20/12/2012,18:00,11,0,0,1,10
20/12/2012,18:15,8,0,0,1,7
20/12/2012,18:30,8,0,0,1,7
20/12/2012,18:45,8,0,0,1,7
20/12/2012,19:00,2,0,0,0,2
20/12/2012,19:15,8,0,0,2,6
20/12/2012,19:30,5,0,0,2,3
20/12/2012,19:45,2,0,0,0,2
20/12/2012,20:00,2,0,0,0,2
20/12/2012,20:15,1,0,0,0,1
20/12/2012,20:30,2,0,0,0,2
20/12/2012,20:45,0,0,0,0,0
20/12/2012,21:00,1,0,0,0,1
20/12/2012,21:15,0,0,0,0,0
20/12/2012,21:30,1,0,0,0,1
20/12/2012,21:45,0,0,0,0,0
20/12/2012,22:00,0,0,0,0,0
20/12/2012,22:15,0,0,0,0,0
20/12/2012,22:30,0,0,0,0,0
20/12/2012,22:45,1,0,0,1,0
20/12/2012,23:00,0,0,0,0,0
20/12/2012,23:15,0,0,0,0,0
20/12/2012,23:30,1,0,0,0,1
20/12/2012,23:45,0,0,0,0,0
21/12/2012,00:00,0,0,0,0,0
21/12/2012,00:15,0,0,0,0,0
21/12/2012,00:30,0,0,0,0,0
21/12/2012,00:45,0,0,0,0,0
21/12/2012,01:00,0,0,0,0,0
21/12/2012,01:15,0,0,0,0,0
21/12/2012,01:30,0,0,0,0,0
21/12/2012,01:45,0,0,0,0,0
21/12/2012,02:00,0,0,0,0,0
21/12/2012,02:15,0,0,0,0,0
21/12/2012,02:30,0,0,0,0,0
21/12/2012,02:45,0,0,0,0,0
21/12/2012,03:00,0,0,0,0,0
21/12/2012,03:15,0,0,0,0,0
21/12/2012,03:30,0,0,0,0,0
21/12/2012,03:45,0,0,0,0,0
21/12/2012,04:00,0,0,0,0,0
21/12/2012,04:15,0,0,0,0,0
21/12/2012,04:30,0,0,0,0,0
21/12/2012,04:45,0,0,0,0,0
21/12/2012,05:00,1,0,0,1,0
21/12/2012,05:15,2,0,0,2,0
21/12/2012,05:30,1,0,0,1,0
21/12/2012,05:45,0,0,0,0,0
21/12/2012,06:00,1,0,0,1,0
21/12/2012,06:15,2,0,0,1,1
21/12/2012,06:30,6,0,0,3,3
21/12/2012,06:45,9,0,0,8,1
21/12/2012,07:00,7,0,0,6,1
21/12/2012,07:15,4,0,0,4,0
21/12/2012,07:30,15,0,0,10,5
21/12/2012,07:45,8,0,0,5,3
21/12/2012,08:00,10,0,0,9,1
21/12/2012,08:15,9,0,0,7,2
21/12/2012,08:30,10,0,0,7,3
21/12/2012,08:45,9,0,0,7,2
21/12/2012,09:00,6,0,0,4,2
21/12/2012,09:15,5,0,0,3,2
21/12/2012,09:30,8,0,0,6,2
21/12/2012,09:45,2,0,0,1,1
21/12/2012,10:00,7,0,0,7,0
21/12/2012,10:15,5,0,0,2,3
21/12/2012,10:30,4,0,0,2,2
21/12/2012,10:45,2,0,0,1,1
21/12/2012,11:00,2,0,0,2,0
21/12/2012,11:15,2,0,0,0,2
21/12/2012,11:30,1,0,0,1,0
21/12/2012,11:45,6,0,0,4,2
21/12/2012,12:00,6,0,0,5,1
21/12/2012,12:15,3,0,0,0,3
21/12/2012,12:30,1,0,0,1,0
21/12/2012,12:45,0,0,0,0,0
21/12/2012,13:00,2,0,0,2,0
21/12/2012,13:15,0,0,0,0,0
21/12/2012,13:30,4,0,0,2,2
21/12/2012,13:45,3,0,0,2,1
21/12/2012,14:00,2,0,0,1,1
21/12/2012,14:15,4,0,0,1,3
21/12/2012,14:30,4,0,0,2,2
21/12/2012,14:45,7,0,0,4,3
21/12/2012,15:00,8,0,0,0,8
21/12/2012,15:15,6,0,0,2,4
21/12/2012,15:30,5,0,0,3,2
21/12/2012,15:45,9,0,0,3,6
21/12/2012,16:00,8,0,0,1,7
21/12/2012,16:15,38,14,13,3,8
21/12/2012,16:30,15,3,4,2,6
21/12/2012,16:45,19,2,4,2,11
21/12/2012,17:00,11,2,2,0,7
21/12/2012,17:15,8,1,1,2,4
21/12/2012,17:30,11,0,1,4,6
21/12/2012,17:45,12,3,2,1,6
21/12/2012,18:00,10,0,1,1,8
21/12/2012,18:15,7,0,1,0,6
21/12/2012,18:30,6,0,0,3,3
21/12/2012,18:45,7,1,0,2,4
21/12/2012,19:00,6,1,0,1,4
21/12/2012,19:15,3,1,1,0,1
21/12/2012,19:30,1,0,0,0,1
21/12/2012,19:45,2,0,2,0,0
21/12/2012,20:00,5,1,0,2,2
21/12/2012,20:15,3,0,1,1,1
21/12/2012,20:30,1,0,0,0,1
21/12/2012,20:45,4,2,0,1,1
21/12/2012,21:00,0,0,0,0,0
21/12/2012,21:15,1,0,0,0,1
21/12/2012,21:30,1,0,1,0,0
21/12/2012,21:45,0,0,0,0,0
21/12/2012,22:00,0,0,0,0,0
21/12/2012,22:15,0,0,0,0,0
21/12/2012,22:30,0,0,0,0,0
21/12/2012,22:45,1,0,0,1,0
21/12/2012,23:00,0,0,0,0,0
21/12/2012,23:15,0,0,0,0,0
21/12/2012,23:30,1,0,0,0,1
21/12/2012,23:45,0,0,0,0,0
22/12/2012,00:00,1,0,0,0,1
22/12/2012,00:15,0,0,0,0,0
22/12/2012,00:30,0,0,0,0,0
22/12/2012,00:45,0,0,0,0,0
22/12/2012,01:00,0,0,0,0,0
22/12/2012,01:15,0,0,0,0,0
22/12/2012,01:30,0,0,0,0,0
22/12/2012,01:45,0,0,0,0,0
22/12/2012,02:00,0,0,0,0,0
22/12/2012,02:15,0,0,0,0,0
22/12/2012,02:30,0,0,0,0,0
22/12/2012,02:45,0,0,0,0,0
22/12/2012,03:00,0,0,0,0,0
22/12/2012,03:15,0,0,0,0,0
22/12/2012,03:30,0,0,0,0,0
22/12/2012,03:45,0,0,0,0,0
22/12/2012,04:00,0,0,0,0,0
22/12/2012,04:15,0,0,0,0,0
22/12/2012,04:30,0,0,0,0,0
22/12/2012,04:45,1,0,1,0,0
22/12/2012,05:00,2,0,2,0,0
22/12/2012,05:15,3,2,1,0,0
22/12/2012,05:30,1,1,0,0,0
22/12/2012,05:45,0,0,0,0,0
22/12/2012,06:00,2,1,1,0,0
22/12/2012,06:15,3,1,2,0,0
22/12/2012,06:30,1,1,0,0,0
22/12/2012,06:45,2,2,0,0,0
22/12/2012,07:00,5,2,3,0,0
22/12/2012,07:15,7,2,4,0,1
22/12/2012,07:30,18,12,4,0,2
22/12/2012,07:45,7,2,4,0,1
22/12/2012,08:00,11,4,5,2,0
22/12/2012,08:15,22,5,13,1,3
22/12/2012,08:30,11,4,7,0,0
22/12/2012,08:45,9,5,4,0,0
22/12/2012,09:00,12,6,5,1,0
22/12/2012,09:15,12,5,5,2,0
22/12/2012,09:30,12,7,3,1,1
22/12/2012,09:45,14,5,7,0,2
22/12/2012,10:00,7,1,3,1,2
22/12/2012,10:15,19,5,3,5,6
22/12/2012,10:30,12,4,3,1,4
22/12/2012,10:45,15,6,3,5,1
22/12/2012,11:00,13,3,6,2,2
22/12/2012,11:15,11,5,2,1,3
22/12/2012,11:30,10,3,5,0,2
22/12/2012,11:45,7,2,2,2,1
22/12/2012,12:00,15,2,8,3,2
22/12/2012,12:15,6,2,4,0,0
22/12/2012,12:30,4,1,1,1,1
22/12/2012,12:45,18,8,6,2,2
22/12/2012,13:00,6,2,3,1,0
22/12/2012,13:15,8,0,6,1,1
22/12/2012,13:30,6,3,2,0,1
22/12/2012,13:45,16,4,4,5,3
22/12/2012,14:00,11,5,3,1,2
22/12/2012,14:15,11,2,1,3,5
22/12/2012,14:30,16,4,6,2,4
22/12/2012,14:45,12,2,7,1,2
22/12/2012,15:00,16,4,2,7,3
22/12/2012,15:15,11,3,5,3,0
22/12/2012,15:30,14,3,5,3,3
22/12/2012,15:45,12,6,2,3,1
22/12/2012,16:00,10,4,3,1,2
22/12/2012,16:15,11,3,4,3,1
22/12/2012,16:30,12,4,5,1,2
22/12/2012,16:45,12,3,2,1,6
22/12/2012,17:00,12,6,5,0,1
22/12/2012,17:15,4,1,1,1,1
22/12/2012,17:30,4,1,1,0,2
22/12/2012,17:45,1,1,0,0,0
22/12/2012,18:00,1,0,0,0,1
22/12/2012,18:15,1,1,0,0,0
22/12/2012,18:30,0,0,0,0,0
22/12/2012,18:45,2,0,0,0,2
22/12/2012,19:00,0,0,0,0,0
22/12/2012,19:15,0,0,0,0,0
22/12/2012,19:30,0,0,0,0,0
22/12/2012,19:45,0,0,0,0,0
22/12/2012,20:00,0,0,0,0,0
22/12/2012,20:15,0,0,0,0,0
22/12/2012,20:30,0,0,0,0,0
22/12/2012,20:45,0,0,0,0,0
22/12/2012,21:00,1,0,1,0,0
22/12/2012,21:15,0,0,0,0,0
22/12/2012,21:30,0,0,0,0,0
22/12/2012,21:45,0,0,0,0,0
22/12/2012,22:00,1,1,0,0,0
22/12/2012,22:15,2,1,1,0,0
22/12/2012,22:30,0,0,0,0,0
22/12/2012,22:45,0,0,0,0,0
22/12/2012,23:00,0,0,0,0,0
22/12/2012,23:15,0,0,0,0,0
22/12/2012,23:30,0,0,0,0,0
22/12/2012,23:45,0,0,0,0,0
23/12/2012,00:00,0,0,0,0,0
23/12/2012,00:15,0,0,0,0,0
23/12/2012,00:30,0,0,0,0,0
23/12/2012,00:45,0,0,0,0,0
23/12/2012,01:00,0,0,0,0,0
23/12/2012,01:15,0,0,0,0,0
23/12/2012,01:30,0,0,0,0,0
23/12/2012,01:45,0,0,0,0,0
23/12/2012,02:00,0,0,0,0,0
23/12/2012,02:15,0,0,0,0,0
23/12/2012,02:30,0,0,0,0,0
23/12/2012,02:45,0,0,0,0,0
23/12/2012,03:00,0,0,0,0,0
23/12/2012,03:15,0,0,0,0,0
23/12/2012,03:30,0,0,0,0,0
23/12/2012,03:45,0,0,0,0,0
23/12/2012,04:00,0,0,0,0,0
23/12/2012,04:15,0,0,0,0,0
23/12/2012,04:30,0,0,0,0,0
23/12/2012,04:45,0,0,0,0,0
23/12/2012,05:00,0,0,0,0,0
23/12/2012,05:15,1,0,1,0,0
23/12/2012,05:30,1,1,0,0,0
23/12/2012,05:45,0,0,0,0,0
23/12/2012,06:00,2,1,1,0,0
23/12/2012,06:15,2,1,0,1,0
23/12/2012,06:30,0,0,0,0,0
23/12/2012,06:45,0,0,0,0,0
23/12/2012,07:00,9,1,0,5,3
23/12/2012,07:15,1,0,1,0,0
23/12/2012,07:30,9,3,6,0,0
23/12/2012,07:45,8,5,2,0,1
23/12/2012,08:00,11,3,5,2,1
23/12/2012,08:15,10,4,3,1,2
23/12/2012,08:30,22,4,17,1,0
23/12/2012,08:45,21,6,12,1,2
23/12/2012,09:00,23,10,4,1,8
23/12/2012,09:15,37,15,11,7,4
23/12/2012,09:30,40,22,13,3,2
23/12/2012,09:45,13,7,4,1,1
23/12/2012,10:00,27,7,7,7,6
23/12/2012,10:15,21,5,7,5,4
23/12/2012,10:30,24,8,9,5,2
23/12/2012,10:45,26,12,6,6,2
23/12/2012,11:00,29,8,5,10,6
23/12/2012,11:15,29,5,8,9,7
23/12/2012,11:30,23,5,4,5,9
23/12/2012,11:45,31,12,10,5,4
23/12/2012,12:00,40,13,9,6,12
23/12/2012,12:15,30,7,8,3,12
23/12/2012,12:30,33,6,7,11,9
23/12/2012,12:45,33,4,7,15,7
23/12/2012,13:00,30,5,5,7,13
23/12/2012,13:15,28,11,1,9,7
23/12/2012,13:30,18,2,5,5,6
23/12/2012,13:45,32,3,4,10,15
23/12/2012,14:00,23,4,2,11,6
23/12/2012,14:15,29,8,6,7,8
23/12/2012,14:30,27,7,8,6,6
23/12/2012,14:45,36,5,9,14,8
23/12/2012,15:00,34,5,10,11,8
23/12/2012,15:15,20,4,3,5,8
23/12/2012,15:30,22,4,5,8,5
23/12/2012,15:45,30,5,6,11,8
23/12/2012,16:00,17,7,4,4,2
23/12/2012,16:15,9,2,3,1,3
23/12/2012,16:30,18,7,8,1,2
23/12/2012,16:45,19,4,5,4,6
23/12/2012,17:00,12,4,3,5,0
23/12/2012,17:15,10,3,4,1,2
23/12/2012,17:30,10,5,3,1,1
23/12/2012,17:45,5,2,1,1,1
23/12/2012,18:00,6,1,3,1,1
23/12/2012,18:15,3,2,0,1,0
23/12/2012,18:30,3,1,0,0,2
23/12/2012,18:45,1,0,0,1,0
23/12/2012,19:00,2,0,0,1,1
23/12/2012,19:15,0,0,0,0,0
23/12/2012,19:30,3,1,0,1,1
23/12/2012,19:45,5,2,1,1,1
23/12/2012,20:00,2,2,0,0,0
23/12/2012,20:15,0,0,0,0,0
